task_key,title,assessment,merged_prs,historically_skipped,repair_groups,acceptance_groups,requirement,current_source_files
02-auth-users-admin.md#T-05.02.06,Profile deletion by staff,affected_by_identified_gap,128,False,F15,"F02,F22",kanban/epics/02-auth-users-admin.md:436,apps/api/src/crm/crm-v2.controller.ts;apps/api/src/crm/crm-v2.service.spec.ts;apps/api/src/crm/crm-v2.service.ts;packages/db/drizzle/0009_add_archived_to_profiles.sql;packages/db/src/schema/profiles.ts;packages/shared/src/errors/error-codes.ts
02-auth-users-admin.md#T-05.03.01,Create staff user,affected_by_identified_gap,129,False,F04,"F02,F22",kanban/epics/02-auth-users-admin.md:446,apps/api/src/admin/admin.controller.ts;apps/api/src/admin/admin.module.ts;apps/api/src/admin/admin.service.test.ts;apps/api/src/admin/admin.service.ts;apps/api/src/admin/index.ts;apps/api/src/app.module.ts;packages/db/src/schema/users.ts
02-auth-users-admin.md#T-05.03.02,Staff role assignment,affected_by_identified_gap,130,False,F04,"F02,F22",kanban/epics/02-auth-users-admin.md:454,apps/api/src/admin/admin.controller.ts;apps/api/src/admin/admin.service.test.ts;apps/api/src/admin/admin.service.ts;apps/api/src/admin/index.ts;packages/db/src/index.ts;packages/db/src/schema/staff-roles.ts
02-auth-users-admin.md#T-05.04.01,Agent list for legal entity,affected_by_identified_gap,131,False,F07,"F02,F22",kanban/epics/02-auth-users-admin.md:464,apps/api/src/profiles/agents.controller.test.ts;apps/api/src/profiles/agents.controller.ts;apps/api/src/profiles/agents.service.test.ts;apps/api/src/profiles/agents.service.ts;apps/api/src/profiles/index.ts;apps/api/src/profiles/profiles.module.ts;packages/db/src/index.ts;packages/db/src/schema/profile-agents.ts;packages/db/src/schema/profile-invitations.ts
02-auth-users-admin.md#T-05.04.02,Agent invitation flow,affected_by_identified_gap,132,False,F07,"F02,F22",kanban/epics/02-auth-users-admin.md:472,apps/api/src/auth/auth.service.ts;apps/api/src/profiles/agents.controller.ts;apps/api/src/profiles/agents.service.test.ts;apps/api/src/profiles/agents.service.ts;packages/shared/src/validation/index.ts;packages/shared/src/validation/normalize-username.ts;packages/shared/src/validation/validation.test.ts
02-auth-users-admin.md#T-05.04.03,Accept/decline invitation,affected_by_identified_gap,133,False,F07,"F02,F22",kanban/epics/02-auth-users-admin.md:480,apps/api/src/profiles/agents.service.test.ts;apps/api/src/profiles/agents.service.ts;apps/api/src/profiles/invitations.controller.ts;apps/api/src/profiles/profiles.module.ts;apps/web/src/components/InvitationBanner.tsx;apps/web/src/pages/DashboardLayout.tsx;packages/i18n/src/index.ts
02-auth-users-admin.md#T-05.04.04,Agent role permissions enforcement,affected_by_identified_gap,134,False,"F04,F07","F02,F22",kanban/epics/02-auth-users-admin.md:488,apps/api/src/profiles/agent-permission.decorator.ts;apps/api/src/profiles/agent-role.guard.test.ts;apps/api/src/profiles/agent-role.guard.ts;apps/api/src/profiles/agents.service.ts;apps/api/src/profiles/index.ts;apps/api/src/profiles/profiles.module.ts;packages/shared/package.json;packages/shared/src/agent-permissions/agent-permissions.test.ts;packages/shared/src/agent-permissions/index.ts;packages/shared/src/index.ts
02-auth-users-admin.md#T-05.04.05,Ownership transfer,affected_by_identified_gap,135,False,F07,"F02,F22",kanban/epics/02-auth-users-admin.md:503,apps/api/src/profiles/agents.service.test.ts;apps/api/src/profiles/agents.service.ts;apps/api/src/profiles/profiles.controller.ts;packages/db/src/index.ts;packages/db/src/schema/profile-ownership-transfers.ts
02-auth-users-admin.md#T-05.05.01,Profiles awaiting verification widget,affected_by_identified_gap,136,False,F15,"F02,F22",kanban/epics/02-auth-users-admin.md:513,apps/api/src/crm/crm-v2.controller.ts;apps/api/src/crm/crm-v2.service.ts;apps/web/src/pages/AdminDashboard.tsx;apps/web/src/pages/CrmProfileList.tsx;apps/web/src/routeTree.gen.ts;apps/web/src/routes/admin/crm/index.tsx;packages/i18n/src/index.ts
02-auth-users-admin.md#T-05.05.02,Agent invitation dashboard widget,affected_by_identified_gap,137,False,F07,"F02,F22",kanban/epics/02-auth-users-admin.md:521,apps/web/src/components/InvitationBanner.tsx
02-auth-users-admin.md#T-06.01.01,Ticket creation,affected_by_identified_gap,138,False,F16,"F02,F22",kanban/epics/02-auth-users-admin.md:535,apps/api/src/app.module.ts;apps/api/src/tickets/index.ts;apps/api/src/tickets/tickets.controller.ts;apps/api/src/tickets/tickets.module.ts;apps/api/src/tickets/tickets.service.test.ts;apps/api/src/tickets/tickets.service.ts;packages/db/drizzle/0010_create_tickets.sql;packages/db/src/index.ts;packages/db/src/schema/tickets.ts
02-auth-users-admin.md#T-06.01.02,Ticket list and detail view,affected_by_identified_gap,139,False,F16,"F02,F22",kanban/epics/02-auth-users-admin.md:543,apps/api/src/tickets/tickets.controller.ts;apps/api/src/tickets/tickets.service.test.ts;apps/api/src/tickets/tickets.service.ts;packages/db/drizzle/0011_create_ticket_comments.sql;packages/db/src/index.ts;packages/db/src/schema/ticket-comments.ts
02-auth-users-admin.md#T-06.01.03,Staff ticket management,affected_by_identified_gap,140,False,F16,"F02,F22",kanban/epics/02-auth-users-admin.md:551,apps/api/src/tickets/index.ts;apps/api/src/tickets/staff-tickets.controller.ts;apps/api/src/tickets/tickets.module.ts;apps/api/src/tickets/tickets.service.test.ts;apps/api/src/tickets/tickets.service.ts;packages/db/drizzle/0012_add_assigned_to_tickets.sql;packages/db/src/schema/tickets.ts
02-auth-users-admin.md#T-07.01.01,Verification mode setting,affected_by_identified_gap,141,False,F06,"F02,F22",kanban/epics/02-auth-users-admin.md:572,apps/api/src/admin/admin.controller.ts;apps/api/src/admin/admin.service.test.ts;apps/api/src/admin/admin.service.ts;apps/web/src/pages/AdminLayout.tsx;apps/web/src/pages/AdminVerificationConfig.tsx;apps/web/src/routeTree.gen.ts;apps/web/src/routes/admin/verification.tsx;packages/db/drizzle/0013_seed_profile_verification_config.sql
02-auth-users-admin.md#T-07.01.02,API-based auto-verification integration,affected_by_identified_gap,142,False,F06,"F02,F22",kanban/epics/02-auth-users-admin.md:580,apps/api/src/app.module.ts;apps/api/src/verification/circuit-breaker.test.ts;apps/api/src/verification/circuit-breaker.ts;apps/api/src/verification/provider-registry.test.ts;apps/api/src/verification/provider-registry.ts;apps/api/src/verification/provider.interface.ts;apps/api/src/verification/providers/stub.provider.ts;apps/api/src/verification/verification-provider.controller.ts;apps/api/src/verification/verification-provider.service.ts;apps/api/src/verification/verification.module.ts;packages/shared/package.json;packages/shared/src/index.ts;packages/shared/src/verification/errors.ts;packages/shared/src/verification/index.ts;packages/shared/src/verification/types.ts
02-auth-users-admin.md#T-07.01.03,Verification notification to user,affected_by_identified_gap,146,False,"F06,F09,F11","F02,F22",kanban/epics/02-auth-users-admin.md:588,apps/api/src/app.module.ts;apps/api/src/crm/crm-v2.service.test.ts;apps/api/src/crm/crm-v2.service.ts;apps/api/src/crm/crm.module.ts;apps/api/src/notifications/index.ts;apps/api/src/notifications/notifications.controller.ts;apps/api/src/notifications/notifications.module.ts;apps/api/src/notifications/notifications.service.ts;apps/api/src/profiles/legal-profiles.service.test.ts;apps/api/src/profiles/profiles.module.ts;apps/api/src/profiles/profiles.service.test.ts;apps/api/src/profiles/profiles.service.ts;apps/api/src/verification/verification.module.ts;packages/db/drizzle/0016_create_notifications.sql;packages/db/drizzle/meta/_journal.json;packages/db/src/index.ts;packages/db/src/schema/notifications.ts
02-auth-users-admin.md#T-08.01.01,Dashboard page layout,merged_source_evidence_acceptance_retest_required,143,False,,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:602,apps/api/src/app.module.ts;apps/api/src/dashboard/dashboard.controller.ts;apps/api/src/dashboard/dashboard.module.ts;apps/api/src/verification/verification.module.ts;apps/web/src/pages/DashboardLayout.tsx;apps/web/src/pages/DashboardPage.tsx;apps/web/src/routeTree.gen.ts;apps/web/src/routes/_app/dashboard.tsx;packages/i18n/src/index.ts
02-auth-users-admin.md#T-08.01.02,Wallet balance card,merged_source_evidence_acceptance_retest_required,153,False,,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:610,apps/web/src/components/WalletBalanceCard.tsx;apps/web/src/pages/DashboardPage.tsx;packages/i18n/src/index.ts
02-auth-users-admin.md#T-08.01.03,Quick status cards,merged_source_evidence_acceptance_retest_required,154,False,,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:618,apps/api/src/dashboard/dashboard.controller.ts;apps/api/src/dashboard/dashboard.module.ts;apps/api/src/dashboard/dashboard.service.test.ts;apps/api/src/dashboard/dashboard.service.ts;apps/web/src/components/QuickStatusCards.tsx;apps/web/src/pages/DashboardPage.tsx
02-auth-users-admin.md#T-09.01.01,Branding settings page,merged_source_evidence_acceptance_retest_required,155,False,,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:632,apps/api/src/admin/admin.controller.ts;apps/api/src/admin/admin.module.ts;apps/api/src/admin/brand-config.service.test.ts;apps/api/src/admin/brand-config.service.ts;apps/web/src/pages/AdminBrandingConfig.tsx;apps/web/src/pages/AdminLayout.tsx;apps/web/src/routeTree.gen.ts;apps/web/src/routes/admin/branding.tsx;packages/db/drizzle/0020_create_brand_config.sql;packages/db/drizzle/meta/_journal.json
02-auth-users-admin.md#T-09.01.02,Theme application,merged_source_evidence_acceptance_retest_required,156,False,,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:640,apps/api/src/app.module.ts;apps/api/src/public/branding.controller.test.ts;apps/api/src/public/branding.controller.ts;apps/api/src/public/public.module.ts;apps/web/src/components/AuthLayout.tsx;apps/web/src/providers/BrandThemeProvider.tsx;apps/web/src/routes/__root.tsx;packages/ui/src/styles.css
02-auth-users-admin.md#T-09.02.01,Province CRUD,merged_source_evidence_acceptance_retest_required,157,False,,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:650,apps/api/src/geography/admin-geography.controller.ts;apps/api/src/geography/admin-geography.service.test.ts;apps/api/src/geography/admin-geography.service.ts;apps/api/src/geography/geography.module.ts;apps/web/src/pages/AdminGeographyPage.tsx;apps/web/src/pages/AdminLayout.tsx;apps/web/src/routeTree.gen.ts;apps/web/src/routes/admin/geography.tsx;packages/db/drizzle/0021_add_province_status.sql;packages/db/drizzle/meta/_journal.json;packages/db/src/schema/geography.ts
02-auth-users-admin.md#T-09.02.02,City CRUD per province,merged_source_evidence_acceptance_retest_required,158,False,,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:658,apps/api/src/geography/admin-geography.controller.ts;apps/api/src/geography/admin-geography.service.test.ts;apps/api/src/geography/admin-geography.service.ts;packages/db/drizzle/0022_add_city_status.sql;packages/db/drizzle/meta/_journal.json;packages/db/src/schema/geography.ts
02-auth-users-admin.md#T-09.03.01,TOS editor,merged_source_evidence_acceptance_retest_required,159,False,,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:668,apps/api/src/admin/admin.controller.ts;apps/api/src/admin/admin.module.ts;apps/api/src/tos/tos.service.ts;apps/web/src/pages/AdminLayout.tsx;apps/web/src/pages/AdminTosPage.tsx;apps/web/src/routeTree.gen.ts;apps/web/src/routes/admin/tos.tsx;packages/db/drizzle/0023_extend_tos_versions.sql;packages/db/drizzle/meta/_journal.json;packages/db/src/schema/tos-versions.ts
02-auth-users-admin.md#T-09.03.02,TOS version history,merged_source_evidence_acceptance_retest_required,160,False,,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:676,apps/web/src/pages/AdminTosPage.tsx
02-auth-users-admin.md#T-09.04.01,Notification template editor,affected_by_identified_gap,161,False,F09,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:686,apps/api/src/admin/admin.controller.ts;apps/api/src/admin/admin.module.ts;apps/api/src/notifications/index.ts;apps/api/src/notifications/notification-template.service.spec.ts;apps/api/src/notifications/notification-template.service.ts;apps/api/src/notifications/notifications.module.ts;apps/web/src/pages/AdminLayout.tsx;apps/web/src/pages/AdminNotificationsPage.tsx;apps/web/src/routeTree.gen.ts;apps/web/src/routes/admin/notifications.tsx;packages/db/drizzle/0024_create_notification_templates.sql;packages/db/src/index.ts;packages/db/src/schema/notification-templates.ts;packages/i18n/src/index.ts
02-auth-users-admin.md#T-09.05.01,Staff role management,affected_by_identified_gap,162,False,F04,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:696,apps/api/src/admin/admin.controller.ts;apps/api/src/admin/admin.service.test.ts;apps/api/src/admin/admin.service.ts;apps/api/src/admin/index.ts;apps/web/src/pages/AdminLayout.tsx;apps/web/src/pages/AdminRolesPage.tsx;apps/web/src/routeTree.gen.ts;apps/web/src/routes/admin/roles.tsx;packages/i18n/src/index.ts
05-notifications-documents-ai.md#T-05.01.01,Notification module scaffold,affected_by_identified_gap,163,False,F09,"F02,F22",kanban/epics/05-notifications-documents-ai.md:55,apps/worker/src/notifications/outbox-reader.test.ts;apps/worker/src/notifications/outbox-reader.ts;apps/worker/vitest.config.ts;packages/db/drizzle/0025_create_notification_outbox.sql;packages/db/src/index.ts;packages/db/src/schema/notification-outbox.ts;packages/shared/package.json;packages/shared/src/index.ts;packages/shared/src/notifications/index.ts;packages/shared/src/notifications/notification-transport.ts
05-notifications-documents-ai.md#T-05.01.02,Durable outbox table & write pipeline,affected_by_identified_gap,164,False,"F09,F10","F02,F22",kanban/epics/05-notifications-documents-ai.md:57,apps/worker/package.json;apps/worker/src/main.ts;apps/worker/src/notifications/outbox-runner.test.ts;apps/worker/src/notifications/outbox-runner.ts;apps/worker/src/notifications/outbox-writer.test.ts;apps/worker/src/notifications/outbox-writer.ts;pnpm-lock.yaml
05-notifications-documents-ai.md#T-05.01.03,Job queue with retry schedule,affected_by_identified_gap,165,False,"F09,F10","F02,F22",kanban/epics/05-notifications-documents-ai.md:59,apps/worker/src/notifications/outbox-reader.ts;apps/worker/src/notifications/outbox-runner.test.ts;apps/worker/src/notifications/outbox-runner.ts;apps/worker/src/notifications/outbox-writer.ts;apps/worker/src/notifications/retry-schedule.test.ts;apps/worker/src/notifications/retry-schedule.ts
05-notifications-documents-ai.md#T-05.01.04,Idempotency for delivery,affected_by_identified_gap,166,False,"F09,F10","F02,F22",kanban/epics/05-notifications-documents-ai.md:61,apps/worker/src/notifications/outbox-reader.test.ts;apps/worker/src/notifications/outbox-reader.ts;apps/worker/src/notifications/outbox-writer.test.ts;apps/worker/src/notifications/outbox-writer.ts;packages/db/src/schema/notification-outbox.ts
05-notifications-documents-ai.md#T-05.01.05,Status tracking & delivery logs,affected_by_identified_gap,167,False,F09,"F02,F22",kanban/epics/05-notifications-documents-ai.md:63,apps/api/src/admin/admin.controller.ts;apps/api/src/notifications/notifications.service.ts;apps/worker/src/notifications/delivery-log.test.ts;apps/worker/src/notifications/delivery-log.ts;apps/worker/src/notifications/error-redact.ts;apps/worker/src/notifications/outbox-reader.ts;apps/worker/src/notifications/outbox-runner.test.ts;apps/worker/src/notifications/outbox-runner.ts;packages/db/drizzle/0026_create_notification_delivery_log.sql;packages/db/drizzle/meta/_journal.json;packages/db/src/index.ts;packages/db/src/schema/notification-delivery-log.ts
05-notifications-documents-ai.md#T-05.01.06,Dead-letter queue & admin UI,affected_by_identified_gap,168,False,F09,"F02,F22",kanban/epics/05-notifications-documents-ai.md:65,apps/api/src/admin/admin.controller.ts;apps/api/src/notifications/notifications.service.ts;apps/web/src/components/DeadLetterPanel.tsx;apps/web/src/pages/AdminNotificationsPage.tsx;apps/worker/src/notifications/dead-letter.test.ts;apps/worker/src/notifications/dead-letter.ts;apps/worker/src/notifications/outbox-reader.test.ts;apps/worker/src/notifications/outbox-reader.ts;apps/worker/src/notifications/outbox-runner.test.ts;apps/worker/src/notifications/outbox-runner.ts;packages/db/drizzle/0027_create_notification_dead_letter.sql;packages/db/drizzle/meta/_journal.json;packages/db/src/index.ts;packages/db/src/schema/notification-dead-letter.ts;packages/i18n/src/index.ts
05-notifications-documents-ai.md#T-05.01.07,Metrics & observability,affected_by_identified_gap,169,False,F09,"F02,F22",kanban/epics/05-notifications-documents-ai.md:67,apps/worker/package.json;apps/worker/src/main.ts;apps/worker/src/notifications/outbox-runner.ts;apps/worker/src/notifications/worker-metrics.test.ts;apps/worker/src/notifications/worker-metrics.ts;deploy/monitoring/grafana-notifications-dashboard.json;pnpm-lock.yaml
05-notifications-documents-ai.md#T-05.02.01,Notification entity & in-app transport,affected_by_identified_gap,170,False,"F10,F11","F02,F20,F22",kanban/epics/05-notifications-documents-ai.md:88,apps/worker/src/main.ts;apps/worker/src/notifications/in-app-transport.test.ts;apps/worker/src/notifications/in-app-transport.ts;packages/db/drizzle/0028_create_in_app_notifications.sql;packages/db/drizzle/meta/_journal.json;packages/db/src/index.ts;packages/db/src/schema/in-app-notifications.ts
05-notifications-documents-ai.md#T-05.02.02,Notification center API,affected_by_identified_gap,171,False,F11,"F02,F20,F22",kanban/epics/05-notifications-documents-ai.md:90,apps/api/src/notifications/index.ts;apps/api/src/notifications/notification-center.controller.ts;apps/api/src/notifications/notification-center.service.spec.ts;apps/api/src/notifications/notification-center.service.ts;apps/api/src/notifications/notifications.module.ts
05-notifications-documents-ai.md#T-05.02.03,Notification center UI,affected_by_identified_gap,172,False,F11,"F02,F20,F22",kanban/epics/05-notifications-documents-ai.md:92,apps/web/src/components/NotificationBell.tsx;apps/web/src/components/NotificationRow.tsx;apps/web/src/lib/notifications.test.ts;apps/web/src/lib/notifications.ts;apps/web/src/pages/DashboardLayout.tsx;apps/web/src/pages/NotificationCenterPage.tsx;apps/web/src/routeTree.gen.ts;apps/web/src/routes/_app/notifications.tsx;packages/i18n/src/index.ts
05-notifications-documents-ai.md#T-05.02.04,New-notification polling / SSE,affected_by_identified_gap,173,False,F11,"F02,F20,F22",kanban/epics/05-notifications-documents-ai.md:94,apps/api/src/notifications/notification-center.controller.ts;apps/api/src/notifications/notification-center.service.spec.ts;apps/web/src/components/NotificationBell.tsx;apps/web/src/hooks/useUnreadCount.ts;apps/web/src/hooks/useUnreadDocumentTitle.ts;apps/web/src/lib/notifications.test.ts;apps/web/src/lib/notifications.ts
05-notifications-documents-ai.md#T-05.03.01,Notification type registry & classification,affected_by_identified_gap,174,False,F10,"F02,F22",kanban/epics/05-notifications-documents-ai.md:112,apps/worker/src/notifications/dead-letter.test.ts;apps/worker/src/notifications/retry-schedule.test.ts;apps/worker/src/notifications/retry-schedule.ts;packages/shared/src/notifications/index.ts;packages/shared/src/notifications/notification-registry.test.ts;packages/shared/src/notifications/notification-registry.ts
05-notifications-documents-ai.md#T-05.03.02,Delivery window logic,affected_by_identified_gap,175,False,F10,"F02,F22",kanban/epics/05-notifications-documents-ai.md:114,apps/worker/src/notifications/delivery-window.test.ts;apps/worker/src/notifications/delivery-window.ts;apps/worker/src/notifications/outbox-runner.test.ts;apps/worker/src/notifications/outbox-runner.ts
05-notifications-documents-ai.md#T-05.03.03,Admin delivery-window configuration UI,affected_by_identified_gap,176,False,F10,"F02,F22",kanban/epics/05-notifications-documents-ai.md:116,apps/api/src/admin/admin.controller.ts;apps/api/src/admin/admin.service.ts;apps/api/src/admin/delivery-window-config.service.test.ts;apps/web/src/components/DeliveryWindowConfigPanel.tsx;apps/web/src/pages/AdminNotificationsPage.tsx;apps/worker/src/notifications/delivery-window.ts;packages/i18n/src/index.ts;packages/shared/src/notifications/delivery-window-config.test.ts;packages/shared/src/notifications/delivery-window-config.ts;packages/shared/src/notifications/index.ts
05-notifications-documents-ai.md#T-05.04.01,Template entity & CRUD API,affected_by_identified_gap,177,False,F09,"F02,F22",kanban/epics/05-notifications-documents-ai.md:135,apps/api/src/admin/admin.controller.ts;apps/api/src/notifications/notification-template.service.spec.ts;apps/api/src/notifications/notification-template.service.ts;apps/web/src/pages/AdminNotificationsPage.tsx;packages/i18n/src/index.ts
05-notifications-documents-ai.md#T-05.04.02,Variable interpolation & escaping,affected_by_identified_gap,178,False,F09,"F02,F22",kanban/epics/05-notifications-documents-ai.md:137,apps/api/src/notifications/notification-template.service.ts;apps/api/src/notifications/template-engine.spec.ts;apps/api/src/notifications/template-engine.ts
05-notifications-documents-ai.md#T-05.04.03,Template preview,affected_by_identified_gap,179,False,F09,"F02,F22",kanban/epics/05-notifications-documents-ai.md:139,apps/web/src/components/TemplatePreviewPanel.tsx;apps/web/src/lib/template-preview.test.ts;apps/web/src/lib/template-preview.ts;apps/web/src/pages/AdminNotificationsPage.tsx;packages/i18n/src/index.ts
05-notifications-documents-ai.md#T-05.04.04,Test-send,affected_by_identified_gap,180,False,F09,"F02,F22",kanban/epics/05-notifications-documents-ai.md:141,apps/api/src/admin/admin.controller.ts;apps/api/src/notifications/notification-template.service.spec.ts;apps/api/src/notifications/notification-template.service.ts;apps/web/src/pages/AdminNotificationsPage.tsx;packages/db/drizzle/0029_add_template_test_send_columns.sql;packages/db/src/schema/notification-templates.ts;packages/i18n/src/index.ts
05-notifications-documents-ai.md#T-05.04.05,Template seeding,affected_by_identified_gap,181,False,F09,"F02,F22",kanban/epics/05-notifications-documents-ai.md:143,packages/db/package.json;packages/db/src/seed/index.ts;packages/db/src/seed/notification-templates.ts;packages/db/src/seed/seed.test.ts;pnpm-lock.yaml
05-notifications-documents-ai.md#T-05.05.01,Notification category model,affected_by_identified_gap,182,False,F09,"F02,F22",kanban/epics/05-notifications-documents-ai.md:162,packages/db/drizzle/0030_create_notification_preferences.sql;packages/db/src/index.ts;packages/db/src/schema/notification-preferences.test.ts;packages/db/src/schema/notification-preferences.ts
05-notifications-documents-ai.md#T-05.05.02,Channel availability rules,affected_by_identified_gap,183,False,F09,"F02,F22",kanban/epics/05-notifications-documents-ai.md:164,apps/worker/src/notifications/channel-availability-loader.test.ts;apps/worker/src/notifications/channel-availability-loader.ts;apps/worker/src/notifications/channel-availability.test.ts;apps/worker/src/notifications/channel-availability.ts;apps/worker/src/notifications/outbox-runner.test.ts;apps/worker/src/notifications/outbox-runner.ts
05-notifications-documents-ai.md#T-05.05.03,Consent UI in profile settings,affected_by_identified_gap,184,False,F09,"F02,F22",kanban/epics/05-notifications-documents-ai.md:166,apps/api/src/user-settings/user-settings.controller.test.ts;apps/api/src/user-settings/user-settings.controller.ts;apps/web/src/routes/_app/settings/index.tsx;packages/i18n/src/index.ts
05-notifications-documents-ai.md#T-05.06.01,Provider config entity & lifecycle,affected_by_identified_gap,185,False,F09,"F02,F22",kanban/epics/05-notifications-documents-ai.md:188,apps/api/src/app.module.ts;apps/api/src/provider-config/email-provider-config.controller.ts;apps/api/src/provider-config/email-provider-config.service.test.ts;apps/api/src/provider-config/email-provider-config.service.ts;apps/api/src/provider-config/index.ts;apps/api/src/provider-config/provider-config.module.ts;packages/db/drizzle/0031_create_email_provider_configs.sql;packages/db/src/index.ts;packages/db/src/schema/email-provider-configs.ts
05-notifications-documents-ai.md#T-05.06.02,SMTP configuration,affected_by_identified_gap,186,False,F09,"F02,F22",kanban/epics/05-notifications-documents-ai.md:190,apps/api/package.json;apps/api/src/provider-config/email-provider-config.controller.ts;apps/api/src/provider-config/email-provider-config.service.test.ts;apps/api/src/provider-config/email-provider-config.service.ts;apps/api/src/provider-config/index.ts;apps/api/src/provider-config/provider-config.module.ts;apps/api/src/provider-config/smtp-config.schema.test.ts;apps/api/src/provider-config/smtp-config.schema.ts;apps/api/src/provider-config/smtp-connection-tester.service.test.ts;apps/api/src/provider-config/smtp-connection-tester.service.ts;apps/api/src/provider-config/smtp-network-guard.test.ts;apps/api/src/provider-config/smtp-network-guard.ts;pnpm-lock.yaml
05-notifications-documents-ai.md#T-05.06.03,Resend configuration,affected_by_identified_gap,187,False,F09,"F02,F22",kanban/epics/05-notifications-documents-ai.md:192,apps/api/src/provider-config/email-provider-config.controller.ts;apps/api/src/provider-config/email-provider-config.service.test.ts;apps/api/src/provider-config/email-provider-config.service.ts;apps/api/src/provider-config/index.ts;apps/api/src/provider-config/provider-config.module.ts;apps/api/src/provider-config/resend-config.schema.test.ts;apps/api/src/provider-config/resend-config.schema.ts;apps/api/src/provider-config/resend-connection-tester.service.test.ts;apps/api/src/provider-config/resend-connection-tester.service.ts
05-notifications-documents-ai.md#T-05.06.04,Provider admin UI,affected_by_identified_gap,188,False,F09,"F02,F22",kanban/epics/05-notifications-documents-ai.md:194,apps/api/src/provider-config/email-provider-config.controller.test.ts;apps/api/src/provider-config/email-provider-config.controller.ts;apps/api/src/provider-config/email-provider-config.service.test.ts;apps/api/src/provider-config/email-provider-config.service.ts;apps/web/src/pages/AdminEmailProvidersPage.tsx;apps/web/src/pages/AdminLayout.tsx;apps/web/src/routeTree.gen.ts;apps/web/src/routes/admin/providers.tsx;packages/db/drizzle/0032_add_email_provider_activated_by.sql;packages/db/src/schema/email-provider-configs.ts;packages/i18n/src/index.ts
05-notifications-documents-ai.md#T-05.06.05,Secrets encryption & masking,affected_by_identified_gap,189,False,F09,"F02,F22",kanban/epics/05-notifications-documents-ai.md:196,.env.example;apps/api/src/provider-config/email-provider-config.controller.test.ts;apps/api/src/provider-config/email-provider-config.service.test.ts;apps/api/src/provider-config/email-provider-config.service.ts;apps/api/src/provider-config/index.ts;apps/api/src/provider-config/provider-config.module.ts;apps/api/src/provider-config/provider-secrets.service.test.ts;apps/api/src/provider-config/provider-secrets.service.ts
05-notifications-documents-ai.md#T-05.06.06,Circuit breaker for email,affected_by_identified_gap,190,False,F09,"F02,F22",kanban/epics/05-notifications-documents-ai.md:198,apps/api/src/provider-config/email-circuit-breaker.service.test.ts;apps/api/src/provider-config/email-circuit-breaker.service.ts;apps/api/src/provider-config/email-provider-config.service.test.ts;apps/api/src/provider-config/email-provider-config.service.ts;apps/api/src/provider-config/index.ts;apps/api/src/provider-config/provider-config.di.ts;apps/api/src/provider-config/provider-config.module.ts;apps/worker/src/notifications/worker-metrics.test.ts;apps/worker/src/notifications/worker-metrics.ts;packages/db/drizzle/0033_add_email_provider_circuit_breaker.sql;packages/db/src/schema/email-provider-configs.ts
05-notifications-documents-ai.md#T-05.06.07,Email delivery callback handling,affected_by_identified_gap,191,False,F09,"F02,F22",kanban/epics/05-notifications-documents-ai.md:200,apps/api/src/app.module.ts;apps/api/src/email-webhook/email-webhook.controller.ts;apps/api/src/email-webhook/email-webhook.module.ts;apps/api/src/email-webhook/email-webhook.service.test.ts;apps/api/src/email-webhook/email-webhook.service.ts;apps/api/src/email-webhook/email-webhook.types.ts;apps/api/src/email-webhook/index.ts;apps/api/src/email-webhook/svix-verifier.test.ts;apps/api/src/email-webhook/svix-verifier.ts;apps/api/src/main.ts;apps/api/src/provider-config/provider-secrets.service.test.ts;apps/api/src/provider-config/provider-secrets.service.ts;apps/api/src/provider-config/resend-config.schema.test.ts;apps/api/src/provider-config/resend-config.schema.ts;packages/db/drizzle/0034_create_email_suppressions_webhook_events.sql;packages/db/src/index.ts;packages/db/src/schema/email-suppressions.ts;packages/db/src/schema/email-webhook-events.ts
02-auth-users-admin.md#T-09.06.01,Email transport configuration,affected_by_identified_gap,192,False,F09,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:706,apps/api/src/provider-config/email-provider-config.controller.test.ts;apps/api/src/provider-config/email-provider-config.controller.ts
02-auth-users-admin.md#T-09.06.02,SMS.ir configuration,affected_by_identified_gap,193,False,F09,"F02,F20,F22",kanban/epics/02-auth-users-admin.md:714,apps/api/src/provider-config/index.ts;apps/api/src/provider-config/provider-config.module.ts;apps/api/src/provider-config/provider-secrets.service.ts;apps/api/src/provider-config/sms-provider-config.controller.test.ts;apps/api/src/provider-config/sms-provider-config.controller.ts;apps/api/src/provider-config/sms-provider-config.service.test.ts;apps/api/src/provider-config/sms-provider-config.service.ts;apps/api/src/provider-config/smsir-config.schema.test.ts;apps/api/src/provider-config/smsir-config.schema.ts;apps/api/src/provider-config/smsir-connection-tester.service.test.ts;apps/api/src/provider-config/smsir-connection-tester.service.ts;packages/db/drizzle/0035_create_sms_provider_configs.sql
