PR,title,merged_at,branch,task_keys,URL
250,feat(invoice): customer invoice details show original + correction chain (T-04.1.05.04),2026-08-31T05:15:45Z,feat/e04-t-04-1-05-04--customer-facing-invoice-details-page,04-invoices-wallet-contracts.md#T-04.1.05.04,https://github.com/barghsadev/barghsa-core/pull/250
251,feat(wallet): add wallet_transactions ledger table (T-04.2.01.02),2026-08-31T05:30:32Z,feat/e04-t-04-2-01-02--create-wallet_transactions-table-id-,04-invoices-wallet-contracts.md#T-04.2.01.02,https://github.com/barghsadev/barghsa-core/pull/251
252,feat(wallet): implement WalletService.credit with versioned postedBalance,2026-08-31T05:57:47Z,feat/e04-t-04-2-01-03--implement-walletservice-credit-walle,04-invoices-wallet-contracts.md#T-04.2.01.03,https://github.com/barghsadev/barghsa-core/pull/252
253,feat(wallet): implement WalletService.debit reserve-then-complete (T-04.2.01.04),2026-08-31T06:26:34Z,feat/e04-t-04-2-01-04--implement-walletservice-debit-wallet,04-invoices-wallet-contracts.md#T-04.2.01.04,https://github.com/barghsadev/barghsa-core/pull/253
254,feat(wallet): implement WalletService.credit with collision-safe idempotency,2026-09-01T11:52:53Z,feat/e04-t-04-2-01-03--implement-walletservice-credit-walle,04-invoices-wallet-contracts.md#T-04.2.01.03,https://github.com/barghsadev/barghsa-core/pull/254
255,feat(wallet): implement WalletService.reserve and release for payment holds (T-04.2.01.05),2026-09-01T12:10:52Z,feat/e04-t-04-2-01-05--implement-walletservice-reserve-wall,04-invoices-wallet-contracts.md#T-04.2.01.05,https://github.com/barghsadev/barghsa-core/pull/255
256,feat(wallet): optimistic postedBalance update with version lock (T-04.2.01.06),2026-09-01T12:28:54Z,feat/e04-t-04-2-01-06--implement-optimistic-locking-update-,04-invoices-wallet-contracts.md#T-04.2.01.06,https://github.com/barghsadev/barghsa-core/pull/256
257,feat(wallet): CHECK nonnegative derived available balance (T-04.2.01.07),2026-09-01T12:46:53Z,feat/e04-t-04-2-01-07--add-db-constraint-check-postedbalanc,04-invoices-wallet-contracts.md#T-04.2.01.07,https://github.com/barghsadev/barghsa-core/pull/257
258,feat(wallet): scheduled ledger vs balance reconciliation worker (T-04.2.01.08),2026-09-01T13:05:54Z,feat/e04-t-04-2-01-08--scheduled-reconciliation-worker-comp,04-invoices-wallet-contracts.md#T-04.2.01.08,https://github.com/barghsadev/barghsa-core/pull/258
259,feat(wallet): initiate online top-up with limit check and gateway redirect (T-04.2.02.01),2026-09-01T19:29:06Z,feat/e04-t-04-2-02-01--build-online-top-up-initiation-valid,04-invoices-wallet-contracts.md#T-04.2.02.01,https://github.com/barghsadev/barghsa-core/pull/259
260,feat(wallet): lock wallet_transactions UUID walletId and ledger contract (T-04.2.01.02),2026-09-01T13:55:56Z,feat/e04-t-04-2-01-02--create-wallet_transactions-table-id-,04-invoices-wallet-contracts.md#T-04.2.01.02,https://github.com/barghsadev/barghsa-core/pull/260
261,feat(wallet): restore credit postedBalance >= 0 optimistic update (T-04.2.01.03),2026-09-01T14:11:56Z,feat/e04-t-04-2-01-03--implement-walletservice-credit-walle,04-invoices-wallet-contracts.md#T-04.2.01.03,https://github.com/barghsadev/barghsa-core/pull/261
262,feat(wallet): implement WalletService.debit reserve-then-complete (T-04.2.01.04),2026-09-01T14:25:56Z,feat/e04-t-04-2-01-04--implement-walletservice-debit-wallet,04-invoices-wallet-contracts.md#T-04.2.01.04,https://github.com/barghsadev/barghsa-core/pull/262
263,feat(wallet): implement WalletService.reserve and release for payment holds (T-04.2.01.05),2026-09-01T14:42:58Z,feat/e04-t-04-2-01-05--implement-walletservice-reserve-wall,04-invoices-wallet-contracts.md#T-04.2.01.05,https://github.com/barghsadev/barghsa-core/pull/263
265,feat(wallet): credit online top-ups from authenticated provider callbacks (T-04.2.02.02),2026-09-01T20:37:08Z,feat/e04-t-04-2-02-02--build-provider-callback-handler-veri,04-invoices-wallet-contracts.md#T-04.2.02.02,https://github.com/barghsadev/barghsa-core/pull/265
266,feat(wallet): bank receipt top-up stays Pending until finance confirms (T-04.2.02.03),2026-09-01T21:38:09Z,feat/e04-t-04-2-02-03--build-bank-receipt-top-up-flow-custo,04-invoices-wallet-contracts.md#T-04.2.02.03,https://github.com/barghsadev/barghsa-core/pull/266
267,feat(wallet): staff confirmation UI for bank-receipt top-ups (T-04.2.02.04),2026-09-01T22:18:10Z,feat/e04-t-04-2-02-04--staff-confirmation-ui-review-receipt,04-invoices-wallet-contracts.md#T-04.2.02.04,https://github.com/barghsadev/barghsa-core/pull/267
268,feat(wallet): credit bank-receipt overpayment excess to the wallet (T-04.2.02.05),2026-09-01T23:10:12Z,feat/e04-t-04-2-02-05--overpayment-handling-if-receipt-amou,04-invoices-wallet-contracts.md#T-04.2.02.05,https://github.com/barghsadev/barghsa-core/pull/268
269,feat(wallet): admin-configurable versioned onlineTopUpLimit (T-04.2.02.06),2026-09-01T23:52:12Z,feat/e04-t-04-2-02-06--admin-configurable-onlinetopuplimit-,04-invoices-wallet-contracts.md#T-04.2.02.06,https://github.com/barghsadev/barghsa-core/pull/269
270,feat(wallet): expire stale Pending online top-ups via worker cron (T-04.2.02.07),2026-09-02T00:11:13Z,feat/e04-t-04-2-02-07--expiry-cron-auto-reject-online-top-u,04-invoices-wallet-contracts.md#T-04.2.02.07,https://github.com/barghsadev/barghsa-core/pull/270
271,feat(wallet): implement payInvoiceWithWallet remaining debit (T-04.2.03.01),2026-09-02T00:34:14Z,feat/e04-t-04-2-03-01--implement-payinvoicewithwallet-invoi,04-invoices-wallet-contracts.md#T-04.2.03.01,https://github.com/barghsadev/barghsa-core/pull/271
272,feat(wallet): lock wallet and invoice FOR UPDATE on pay-from-wallet (T-04.2.03.02),2026-09-02T00:56:14Z,feat/e04-t-04-2-03-02--use-db-transaction-select-for-update,04-invoices-wallet-contracts.md#T-04.2.03.02,https://github.com/barghsadev/barghsa-core/pull/272
273,"feat(wallet): unique (idempotencyKey, entityType) cache for payInvoiceWithWallet (T-04.2.03.03)",2026-09-02T01:46:45Z,feat/e04-t-04-2-03-03--implement-idempotency-unique-index-o,04-invoices-wallet-contracts.md#T-04.2.03.03,https://github.com/barghsadev/barghsa-core/pull/273
274,test(wallet): concurrent payInvoiceWithWallet races (T-04.2.03.04),2026-09-02T02:58:18Z,feat/e04-t-04-2-03-04--integration-tests-concurrent-payment,04-invoices-wallet-contracts.md#T-04.2.03.04,https://github.com/barghsadev/barghsa-core/pull/274
275,feat(wallet): implement reverseTransaction compensating ledger reversal (T-04.2.04.01),2026-09-02T03:22:18Z,feat/e04-t-04-2-04-01--implement-reversetransaction-origina,04-invoices-wallet-contracts.md#T-04.2.04.01,https://github.com/barghsadev/barghsa-core/pull/275
276,feat(wallet): detect provider chargebacks and map them to the original top-up (T-04.2.04.02),2026-09-02T03:55:20Z,feat/e04-t-04-2-04-02--build-provider-chargeback-detection-,04-invoices-wallet-contracts.md#T-04.2.04.02,https://github.com/barghsadev/barghsa-core/pull/276
277,feat(wallet): finance alert for unresolved chargebacks (T-04.2.04.03),2026-09-02T04:29:21Z,feat/e04-t-04-2-04-03--finance-alert-push-notification-dash,04-invoices-wallet-contracts.md#T-04.2.04.03,https://github.com/barghsadev/barghsa-core/pull/277
278,fix(web): staff bank-receipt confirmation UI step-up and reject a11y (T-04.2.02.04),2026-09-02T04:49:21Z,feat/e04-t-04-2-02-04--staff-confirmation-ui-review-receipt,04-invoices-wallet-contracts.md#T-04.2.02.04,https://github.com/barghsadev/barghsa-core/pull/278
279,fix(wallet): lock wallet before invoice on bank-receipt overpayment (T-04.2.02.05),2026-09-02T05:09:22Z,feat/e04-t-04-2-02-05--overpayment-handling-if-receipt-amou,04-invoices-wallet-contracts.md#T-04.2.02.05,https://github.com/barghsadev/barghsa-core/pull/279
280,fix(web): fail-closed onlineTopUpLimit submit when the cap is missing (T-04.2.02.06),2026-09-02T05:29:22Z,feat/e04-t-04-2-02-06--admin-configurable-onlinetopuplimit-,04-invoices-wallet-contracts.md#T-04.2.02.06,https://github.com/barghsadev/barghsa-core/pull/280
281,feat(wallet): complete online top-up expiry cron with audit and candidate index (T-04.2.02.07),2026-09-02T05:51:23Z,feat/e04-t-04-2-02-07--expiry-cron-auto-reject-online-top-u,04-invoices-wallet-contracts.md#T-04.2.02.07,https://github.com/barghsadev/barghsa-core/pull/281
282,feat(wallet): FOR UPDATE pay-from-wallet transaction with wallet audit (T-04.2.03.02),2026-09-02T08:37:28Z,feat/e04-t-04-2-03-02--use-db-transaction-select-for-update,04-invoices-wallet-contracts.md#T-04.2.03.02,https://github.com/barghsadev/barghsa-core/pull/282
283,"feat(wallet): unique (idempotencyKey, entityType) cache for payInvoiceWithWallet (T-04.2.03.03)",2026-09-02T08:57:27Z,feat/e04-t-04-2-03-03--implement-idempotency-unique-index-o,04-invoices-wallet-contracts.md#T-04.2.03.03,https://github.com/barghsadev/barghsa-core/pull/283
284,test(wallet): concurrent payInvoiceWithWallet races (T-04.2.03.04),2026-09-02T09:12:58Z,feat/e04-t-04-2-03-04--integration-tests-concurrent-payment,04-invoices-wallet-contracts.md#T-04.2.03.04,https://github.com/barghsadev/barghsa-core/pull/284
285,feat(wallet): keep reverseTransaction the only compensating reversal writer (T-04.2.04.01),2026-09-02T09:45:29Z,feat/e04-t-04-2-04-01--implement-reversetransaction-origina,04-invoices-wallet-contracts.md#T-04.2.04.01,https://github.com/barghsadev/barghsa-core/pull/285
286,fix(web): staff receipt confirmation UI RTL and reject step-up (T-04.2.02.04),2026-09-02T10:00:59Z,feat/e04-t-04-2-02-04--staff-confirmation-ui-review-receipt,04-invoices-wallet-contracts.md#T-04.2.02.04,https://github.com/barghsadev/barghsa-core/pull/286
287,fix(wallet): credit bank-receipt excess only on payable or paid invoices (T-04.2.02.05),2026-09-02T10:20:30Z,feat/e04-t-04-2-02-05--overpayment-handling-if-receipt-amou,04-invoices-wallet-contracts.md#T-04.2.02.05,https://github.com/barghsadev/barghsa-core/pull/287
288,feat(wallet): return enforced onlineTopUpLimit on over-limit submit (T-04.2.02.06),2026-09-02T10:40:00Z,feat/e04-t-04-2-02-06--admin-configurable-onlinetopuplimit-,04-invoices-wallet-contracts.md#T-04.2.02.06,https://github.com/barghsadev/barghsa-core/pull/288
289,fix(wallet): keep online top-up TTL expiry single-writer under concurrency (T-04.2.02.07),2026-09-02T10:58:31Z,feat/e04-t-04-2-02-07--expiry-cron-auto-reject-online-top-u,04-invoices-wallet-contracts.md#T-04.2.02.07,https://github.com/barghsadev/barghsa-core/pull/289
290,feat(wallet): settle invoices only after an exact remaining debit (T-04.2.03.01),2026-09-02T11:20:32Z,feat/e04-t-04-2-03-01--implement-payinvoicewithwallet-invoi,04-invoices-wallet-contracts.md#T-04.2.03.01,https://github.com/barghsadev/barghsa-core/pull/290
291,feat(wallet): FOR UPDATE transaction for pay-from-wallet settlement (T-04.2.03.02),2026-09-02T11:38:02Z,feat/e04-t-04-2-03-02--use-db-transaction-select-for-update,04-invoices-wallet-contracts.md#T-04.2.03.02,https://github.com/barghsadev/barghsa-core/pull/291
292,"feat(wallet): unique (idempotencyKey, entityType) cache for payInvoiceWithWallet (T-04.2.03.03)",2026-09-02T11:57:03Z,feat/e04-t-04-2-03-03--implement-idempotency-unique-index-o,04-invoices-wallet-contracts.md#T-04.2.03.03,https://github.com/barghsadev/barghsa-core/pull/292
293,test(wallet): concurrent payInvoiceWithWallet in-flight and reserve races (T-04.2.03.04),2026-09-02T12:14:33Z,feat/e04-t-04-2-03-04--integration-tests-concurrent-payment,04-invoices-wallet-contracts.md#T-04.2.03.04,https://github.com/barghsadev/barghsa-core/pull/293
294,feat(wallet): bind chargeback event ids to the claimed notification payload (T-04.2.04.02),2026-09-02T13:08:35Z,feat/e04-t-04-2-04-02--build-provider-chargeback-detection-,04-invoices-wallet-contracts.md#T-04.2.04.02,https://github.com/barghsadev/barghsa-core/pull/294
295,feat(wallet): finance alert push + dashboard warning for unresolved chargebacks (T-04.2.04.03),2026-09-02T13:42:37Z,feat/e04-t-04-2-04-03--finance-alert-push-notification-dash,04-invoices-wallet-contracts.md#T-04.2.04.03,https://github.com/barghsadev/barghsa-core/pull/295
296,feat(invoice): add bank_receipts table for staff confirmation (T-04.3.01.01),2026-09-02T14:39:37Z,feat/e04-t-04-3-01-01--create-bank_receipts-table-id-invoic,04-invoices-wallet-contracts.md#T-04.3.01.01,https://github.com/barghsadev/barghsa-core/pull/296
297,feat(invoice): customer bank-receipt upload with amount and file validation (T-04.3.01.02),2026-09-03T11:17:33Z,feat/e04-t-04-3-01-02--customer-upload-flow-validation-amou,04-invoices-wallet-contracts.md#T-04.3.01.02,https://github.com/barghsadev/barghsa-core/pull/297
298,feat(invoice): staff confirmation API with remaining-cap and wallet excess (T-04.3.01.03),2026-09-03T11:39:10Z,feat/e04-t-04-3-01-03--staff-confirmation-api-validate-amou,04-invoices-wallet-contracts.md#T-04.3.01.03,https://github.com/barghsadev/barghsa-core/pull/298
299,feat(invoice): staff rejection API stores reason and notifies customer (T-04.3.01.04),2026-09-03T12:01:36Z,feat/e04-t-04-3-01-04--staff-rejection-api-mark-receipt-rej,04-invoices-wallet-contracts.md#T-04.3.01.04,https://github.com/barghsadev/barghsa-core/pull/299
300,feat(invoice): dual-approval check for high-value bank receipt confirmation (T-04.3.01.05),2026-09-03T13:06:37Z,feat/e04-t-04-3-01-05--dual-approval-check-if-receipt-amoun,04-invoices-wallet-contracts.md#T-04.3.01.05,https://github.com/barghsadev/barghsa-core/pull/300
301,feat(wallet): staff bank-receipt confirmation notifies customer (T-04.2.02.04),2026-09-03T13:28:13Z,feat/e04-t-04-2-02-04--staff-confirmation-ui-review-receipt,04-invoices-wallet-contracts.md#T-04.2.02.04,https://github.com/barghsadev/barghsa-core/pull/301
302,feat(wallet): include overpayment split on bank-receipt completed notice (T-04.2.02.05),2026-09-03T15:22:41Z,feat/e04-t-04-2-02-05--overpayment-handling-if-receipt-amou,04-invoices-wallet-contracts.md#T-04.2.02.05,https://github.com/barghsadev/barghsa-core/pull/302
303,feat(wallet): fail-closed onlineTopUpLimit submit and versioned admin CAS (T-04.2.02.06),2026-09-03T15:47:41Z,feat/e04-t-04-2-02-06--admin-configurable-onlinetopuplimit-,04-invoices-wallet-contracts.md#T-04.2.02.06,https://github.com/barghsadev/barghsa-core/pull/303
